2024-11-17 01:45:18 [main] INFO   datastorage.DataStorage:19 - Movies are retrieved from DataStorage
2024-11-17 01:45:18 [main] INFO   actions.steps.GetMoviesSteps:89 - Unique titles quantity: 68, Returned titles quantity: 96
2024-11-17 01:45:18 [main] INFO   datastorage.DataStorage:19 - Movies are retrieved from DataStorage
2024-11-17 01:45:18 [main] INFO   actions.steps.GetMoviesSteps:63 - Actual length: 96 Expected length: 96
2024-11-17 01:45:18 [main] INFO   datastorage.DataStorage:19 - Movies are retrieved from DataStorage
2024-11-17 01:45:18 [main] INFO   actions.steps.GetMoviesSteps:158 - IDs follow UUID format
2024-11-17 01:45:19 [main] INFO   actions.steps.GetMoviesSteps:100 - https://november7-730026606190.europe-west1.run.app/movies?query=The Matrix
2024-11-17 01:45:19 [main] INFO   actions.steps.GetMoviesSteps:105 - The Matrix titles quantity: 3, Expected titles quantity: 3
2024-11-17 01:45:19 [main] INFO   actions.steps.GetMoviesSteps:116 - https://november7-730026606190.europe-west1.run.app/movies?skip=3
2024-11-17 01:45:19 [main] INFO   actions.steps.GetMoviesSteps:121 - 3 titles skipped, Expected titles quantity: 93, Actual titles quantity: 93
2024-11-17 01:45:19 [main] INFO   actions.steps.GetMoviesSteps:165 - URI: https://november7-730026606190.europe-west1.run.app/movies
2024-11-17 01:45:19 [main] INFO   actions.steps.GetMoviesSteps:171 - POST status code: 405, expected status code: 405
2024-11-17 01:45:19 [main] INFO   actions.steps.GetMoviesSteps:172 - Response message: Method Not Allowed
2024-11-17 01:45:19 [main] INFO   actions.steps.GetMoviesSteps:165 - URI: https://november7-730026606190.europe-west1.run.app/movies
2024-11-17 01:45:19 [main] INFO   actions.steps.GetMoviesSteps:178 - PUT status code: 405, expected status code: 405
2024-11-17 01:45:19 [main] INFO   actions.steps.GetMoviesSteps:179 - Response message: Method Not Allowed
2024-11-17 01:45:19 [main] INFO   actions.steps.GetMoviesSteps:165 - URI: https://november7-730026606190.europe-west1.run.app/movies
2024-11-17 01:45:19 [main] INFO   actions.steps.GetMoviesSteps:185 - DELETE status code: 405, expected status code: 405
2024-11-17 01:45:19 [main] INFO   actions.steps.GetMoviesSteps:186 - Response message: Method Not Allowed
2024-11-17 01:45:19 [main] INFO   actions.steps.GetMoviesSteps:165 - URI: https://november7-730026606190.europe-west1.run.app/movies
2024-11-17 01:45:20 [main] INFO   actions.steps.GetMoviesSteps:192 - PATCH status code: 405, expected status code: 405
2024-11-17 01:45:20 [main] INFO   actions.steps.GetMoviesSteps:100 - https://november7-730026606190.europe-west1.run.app/movies?query=The 30-minute Java tutorial
2024-11-17 01:45:20 [main] INFO   actions.steps.GetMoviesSteps:105 - The 30-minute Java tutorial titles quantity: 0, Expected titles quantity: 0
2024-11-17 01:45:20 [main] INFO   actions.steps.GetMoviesSteps:116 - https://november7-730026606190.europe-west1.run.app/movies?skip=300
2024-11-17 01:45:20 [main] INFO   actions.steps.GetMoviesSteps:121 - 300 titles skipped, Expected titles quantity: 0, Actual titles quantity: 0
